preset,seed,solid_probability,baseline_rho_min,raised_rho_min,raised_rho_mins,recommended_rho_min,attempted_rho_mins,n_floor_attempts,penal,probe_iters,restart,maxiter,tol,solid_count,solid_fraction,n_components,largest_component,largest_fraction_of_solid,support_to_load_patch_components,probe_r50,probe_r100,probe_r100_over_r50,probe_setup_time_s,probe_solve_time_s,probe_gpu_used_mb_after_solve,probe_cupy_pool_used_mb_after_solve,trigger,predicted_raise_floor,solve_converged,solver_reported_converged,solve_iters,solve_final_rel_residual,selected_setup_time_s,selected_solve_time_s,selected_gpu_used_mb_after_solve,selected_cupy_pool_used_mb_after_solve,selected_cupy_pool_total_mb_after_solve,failed_ladder_setup_time_s,failed_ladder_solve_time_s,recorded_policy_time_s
cantilever_gpu_medium,53,0.3,1e-12,0.001,1e-03;1e-02,1e-12,1e-12,1,4.5,100,300,300,1e-06,19087,0.298234375,4135,479,0.02509561481636716,0,7.187358138016256e-07,7.187358138016256e-07,1.0,0.02253460000065388,6.912275100003171,3862.429696,991.540736,keep,0,1,1,37,7.187358096245518e-07,0.021481800002220552,6.93343399999867,3862.429696,991.028736,2177.98656,0.0,0.0,13.889725500004715
cantilever_gpu_medium,53,0.35,1e-12,0.001,1e-03;1e-02,1e-12,1e-12,1,4.5,100,300,300,1e-06,22316,0.3486875,2885,13289,0.5954920236601542,0,2.185931337024668e-07,2.185931337024668e-07,1.0,0.021041499996499624,5.397347000005539,3862.429696,991.540736,keep,0,1,1,29,2.1859313405345759e-07,0.02177609999489505,5.289410999997926,3862.429696,991.028736,2177.98656,0.0,0.0,10.72957559999486
cantilever_gpu_medium,59,0.08,1e-12,0.001,1e-03;1e-02,0.001,1e-03,1,4.5,100,300,300,1e-06,5149,0.080453125,3929,9,0.0017479122159642648,0,0.09215653282534525,0.03272367374197811,0.35508794372717895,0.022705499999574386,19.486918600006902,3862.429696,991.540736,high_r50,1,1,1,122,9.665479820956226e-07,0.02303790000587469,21.295709000005445,3862.429696,991.028736,2177.98656,0.0,0.0,40.828371000017796
cantilever_gpu_medium,59,0.1,1e-12,0.001,1e-03;1e-02,0.001,1e-03,1,4.5,100,300,300,1e-06,6433,0.100515625,4556,11,0.001709933157158402,0,0.19947595117599762,0.08624448789785956,0.4323553159637076,0.02148980000492884,18.95796049999626,3862.429696,991.540736,high_r50,1,1,1,124,7.002994907902694e-07,0.02132349999737926,20.501684700000624,3862.429696,991.028736,2177.98656,0.0,0.0,39.50245849999919
cantilever_gpu_medium,59,0.12,1e-12,0.001,1e-03;1e-02,0.001,1e-03,1,4.5,100,300,300,1e-06,7729,0.120765625,4997,15,0.0019407426575236125,0,0.2103384338126953,0.20972239660413766,0.9970712094913372,0.02277939999476075,19.244695399997,3862.429696,991.540736,high_r50,1,1,1,119,6.472959503990411e-07,0.02163730000029318,19.6537204999986,3862.429696,991.028736,2177.98656,0.0,0.0,38.94283259999065
cantilever_gpu_medium,59,0.15,1e-12,0.001,1e-03;1e-02,0.001,1e-03,1,4.5,100,300,300,1e-06,9617,0.150265625,5477,18,0.001871685556826453,0,0.4311060786677844,0.22673819929210842,0.5259452615300181,0.02645230000052834,19.181018999996013,3862.429696,991.540736,high_r50,1,1,1,100,8.562810446714479e-07,0.02215060000162339,17.13341969999601,3862.429696,991.028736,2177.98656,0.0,0.0,36.363041599994176
cantilever_gpu_medium,59,0.18,1e-12,0.001,1e-03;1e-02,0.001,1e-03,1,4.5,100,300,300,1e-06,11542,0.18034375,5594,25,0.002166002425922717,0,0.3854770486989333,0.20677098047843104,0.5364028317025019,0.024042099998041522,19.639622900001996,3862.429696,991.540736,high_r50,1,1,1,79,7.41981604894975e-07,0.021946599998045713,13.164437499995984,3862.429696,991.028736,2177.98656,0.0,0.0,32.85004909999407
cantilever_gpu_medium,59,0.2,1e-12,0.001,1e-03;1e-02,0.001,1e-03,1,4.5,100,300,300,1e-06,12820,0.2003125,5521,50,0.0039001560062402497,0,0.36713624474995954,0.17536181244788765,0.4776477805053514,0.02270880000287434,19.658813199996075,3862.429696,991.540736,high_r50,1,1,1,67,7.498168619366245e-07,0.02158439999766415,11.19150929999887,3862.429696,991.028736,2177.98656,0.0,0.0,30.894615699995484
cantilever_gpu_medium,59,0.25,1e-12,0.001,1e-03;1e-02,0.001,1e-03,1,4.5,100,300,300,1e-06,16030,0.25046875,4998,213,0.013287585776668746,0,0.20523934997140883,0.00027512264687980947,0.0013404965807879232,0.0237323000037577,19.374134500001674,3862.429696,991.540736,high_r50,1,1,1,46,4.014197723804329e-07,0.022035000001778826,7.2696595000015805,3862.429696,991.028736,2177.98656,0.0,0.0,26.68956130000879
cantilever_gpu_medium,59,0.3,1e-12,0.001,1e-03;1e-02,1e-12,1e-12,1,4.5,100,300,300,1e-06,19109,0.298578125,4045,1250,0.06541420273169711,0,0.008821192872006714,6.052845128591852e-06,0.0006861708179854029,0.02206839999416843,18.761551900002814,3862.429696,991.540736,keep,0,0,1,130,4.95279484959759e-05,0.023262399998202454,24.425348899996607,3862.429696,991.028736,2177.98656,0.023262399998202454,24.425348899996607,67.6808428999866
